Показник,Значення,Рік,Громада,Джерело
Спожито енергії в багатоквартирних будинках із централізованим опаленням,351756833,2019,Сєвєродонецьк,Міськтеплоенерго
Спожито теплової енергії в житловому секторі,267563269,2019,Сєвєродонецьк,Міськтеплоенерго
"Вся енергія, спожита в громаді",1241400702,2019,Сєвєродонецьк,Міськтеплоенерго
"Вся теплова енергія, спожита в громаді",296965693,2019,Сєвєродонецьк,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,520618826,2019,Сєвєродонецьк,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,519170891,2019,Сєвєродонецьк,Міськтеплоенерго
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2227936,2019,Сєвєродонецьк,Міськтеплоенерго
"Енергія із ВДЕ, вироблена в громаді",318534,2020,Сєвєродонецьк,Міськтеплоенерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,285523478,2020,Сєвєродонецьк,Міськтеплоенерго
Спожито опалення від теплопостачальних підприємств,285215283,2020,Сєвєродонецьк,Міськтеплоенерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,339138147,2020,Сєвєродонецьк,Міськтеплоенерго
Спожито теплової енергії в житловому секторі,251956972,2020,Сєвєродонецьк,Міськтеплоенерго
"Вся енергія, спожита в громаді",1400076808,2020,Сєвєродонецьк,Міськтеплоенерго
"Вся теплова енергія, спожита в громаді",280419364,2020,Сєвєродонецьк,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,546016017,2020,Сєвєродонецьк,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,544143587,2020,Сєвєродонецьк,Міськтеплоенерго
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2222842,2020,Сєвєродонецьк,Міськтеплоенерго
"Енергія із ВДЕ, вироблена в громаді",63963,2019,Сєвєродонецьк,Виробники теплової енергії
"Енергія із ВДЕ, вироблена в громаді",318534,2020,Сєвєродонецьк,Виробники теплової енергії
"Вся енергія, спожита в громаді",1350969673,2018,Сєвєродонецьк,Виробники теплової енергії
"Вся теплова енергія, спожита в громаді",324389120,2018,Сєвєродонецьк,Виробники теплової енергії
"Вся енергія, спожита в громаді",1241400702,2019,Сєвєродонецьк,Виробники теплової енергії
"Вся теплова енергія, спожита в громаді",296965693,2019,Сєвєродонецьк,Виробники теплової енергії
"Вся енергія, спожита в громаді",1400076808,2020,Сєвєродонецьк,Виробники теплової енергії
"Вся теплова енергія, спожита в громаді",280419364,2020,Сєвєродонецьк,Виробники теплової енергії
"Вся енергія, спожита в громаді",1350969673,2018,Сєвєродонецьк,Постачальні організації
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,331282876,2018,Сєвєродонецьк,Постачальні організації
Спожито опалення від теплопостачальних підприємств,330397833,2018,Сєвєродонецьк,Постачальні організації
Годин без електропостачання внаслідок аварій,1915,2018,Сєвєродонецьк,Постачальні організації
Аварій в системі електропостачання,310,2018,Сєвєродонецьк,Постачальні організації
Годин без теплопостачання внаслідок аварій,162,2018,Сєвєродонецьк,Постачальні організації
Аварій в системі теплопостачання,19,2018,Сєвєродонецьк,Постачальні організації
Годин без газопостачання внаслідок аварій,990,2018,Сєвєродонецьк,Постачальні організації
Аварій в системі газопостачання,1493,2018,Сєвєродонецьк,Постачальні організації
"Вся енергія, спожита в громаді",1241400702,2019,Сєвєродонецьк,Постачальні організації
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,307569306,2019,Сєвєродонецьк,Постачальні організації
Спожито опалення від теплопостачальних підприємств,306859876,2019,Сєвєродонецьк,Постачальні організації
Годин без електропостачання внаслідок аварій,627,2019,Сєвєродонецьк,Постачальні організації
Аварій в системі електропостачання,183,2019,Сєвєродонецьк,Постачальні організації
Годин без теплопостачання внаслідок аварій,506,2019,Сєвєродонецьк,Постачальні організації
Аварій в системі теплопостачання,16,2019,Сєвєродонецьк,Постачальні організації
Годин без газопостачання внаслідок аварій,1377,2019,Сєвєродонецьк,Постачальні організації
Аварій в системі газопостачання,1429,2019,Сєвєродонецьк,Постачальні організації
"Вся енергія, спожита в громаді",1400076808,2020,Сєвєродонецьк,Постачальні організації
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,285523478,2020,Сєвєродонецьк,Постачальні організації
Спожито опалення від теплопостачальних підприємств,285215283,2020,Сєвєродонецьк,Постачальні організації
Годин без електропостачання внаслідок аварій,1641,2020,Сєвєродонецьк,Постачальні організації
Аварій в системі електропостачання,255,2020,Сєвєродонецьк,Постачальні організації
Годин без теплопостачання внаслідок аварій,547,2020,Сєвєродонецьк,Постачальні організації
Аварій в системі теплопостачання,20,2020,Сєвєродонецьк,Постачальні організації
Годин без газопостачання внаслідок аварій,1641,2020,Сєвєродонецьк,Постачальні організації
Аварій в системі газопостачання,912,2020,Сєвєродонецьк,Постачальні організації
Спожито електроенергії в житловому секторі,95360094,2018,Сєвєродонецьк,Постачальні організації
Спожито теплової енергії в житловому секторі,251956972,2018,Сєвєродонецьк,Постачальні організації
Спожито природного газу в житловому секторі,163036072,2018,Сєвєродонецьк,Постачальні організації
Спожито енергії в багатоквартирних будинках із централізованим опаленням,380630996,2018,Сєвєродонецьк,Постачальні організації
Спожито енергії в багатоквартирних будинках з індивідуальним опаленням,1045622,2018,Сєвєродонецьк,Постачальні організації
Спожито енергії в приватних будинках,8787556,2018,Сєвєродонецьк,Постачальні організації
Спожито енергії в житловому секторі,547478424,2018,Сєвєродонецьк,Постачальні організації
Опалювальна площа будівель,2523173,2018,Сєвєродонецьк,Постачальні організації
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,511186959,2018,Сєвєродонецьк,Постачальні організації
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,509569226,2018,Сєвєродонецьк,Постачальні організації
Домогосподарств із електропостачанням,54382,2018,Сєвєродонецьк,Постачальні організації
Спожито електроенергії в житловому секторі,93139647,2019,Сєвєродонецьк,Постачальні організації
Спожито теплової енергії в житловому секторі,267563269,2019,Сєвєродонецьк,Постачальні організації
Спожито природного газу в житловому секторі,158013361,2019,Сєвєродонецьк,Постачальні організації
Спожито енергії в багатоквартирних будинках із централізованим опаленням,351756833,2019,Сєвєродонецьк,Постачальні організації
Спожито енергії в багатоквартирних будинках з індивідуальним опаленням,1628421,2019,Сєвєродонецьк,Постачальні організації
Спожито енергії в приватних будинках,8896573,2019,Сєвєродонецьк,Постачальні організації
Спожито енергії в житловому секторі,518716277,2019,Сєвєродонецьк,Постачальні організації
Опалювальна площа будівель,2520057,2019,Сєвєродонецьк,Постачальні організації
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,520618826,2019,Сєвєродонецьк,Постачальні організації
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,519170891,2019,Сєвєродонецьк,Постачальні організації
Домогосподарств із електропостачанням,54418,2019,Сєвєродонецьк,Постачальні організації
Спожито електроенергії в житловому секторі,96799186,2020,Сєвєродонецьк,Постачальні організації
Спожито теплової енергії в житловому секторі,289082258,2020,Сєвєродонецьк,Постачальні організації
Спожито природного газу в житловому секторі,150831234,2020,Сєвєродонецьк,Постачальні організації
Спожито енергії в багатоквартирних будинках із централізованим опаленням,339138147,2020,Сєвєродонецьк,Постачальні організації
Спожито енергії в багатоквартирних будинках з індивідуальним опаленням,1544528,2020,Сєвєродонецьк,Постачальні організації
Спожито енергії в приватних будинках,9415431,2020,Сєвєродонецьк,Постачальні організації
Спожито енергії в житловому секторі,499587392,2020,Сєвєродонецьк,Постачальні організації
Опалювальна площа будівель,2516765,2020,Сєвєродонецьк,Постачальні організації
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,546016017,2020,Сєвєродонецьк,Постачальні організації
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,544143587,2020,Сєвєродонецьк,Постачальні організації
Домогосподарств із електропостачанням,54449,2020,Сєвєродонецьк,Постачальні організації
Домогосподарств із газопостачанням,52720,2018,Сєвєродонецьк,Постачальні організації
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2231557,2018,Сєвєродонецьк,Постачальні організації
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,144036,2018,Сєвєродонецьк,Постачальні організації
Домогосподарств із газопостачанням,52757,2019,Сєвєродонецьк,Постачальні організації
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2227936,2019,Сєвєродонецьк,Постачальні організації
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,145966,2019,Сєвєродонецьк,Постачальні організації
Домогосподарств із газопостачанням,52775,2020,Сєвєродонецьк,Постачальні організації
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2222843,2020,Сєвєродонецьк,Постачальні організації
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,148506,2020,Сєвєродонецьк,Постачальні організації
"Протяжність освітлених доріг, проспектів та вулиць",114.5,2018,Сєвєродонецьк,Відділ транспорту
Пішохідних переходів,190,2018,Сєвєродонецьк,Відділ транспорту
Протяжність пішохідних вулиць,2489,2018,Сєвєродонецьк,Відділ транспорту
"Протяжність пішохідних доріжок, хідників, тощо",32,2018,Сєвєродонецьк,Відділ транспорту
"Протяжність освітлених доріг, проспектів та вулиць",116.7,2019,Сєвєродонецьк,Відділ транспорту
Пішохідних переходів,190,2019,Сєвєродонецьк,Відділ транспорту
Протяжність пішохідних вулиць,2,2019,Сєвєродонецьк,Відділ транспорту
"Протяжність пішохідних доріжок, хідників, тощо",32,2019,Сєвєродонецьк,Відділ транспорту
"Протяжність освітлених доріг, проспектів та вулиць",123.2,2020,Сєвєродонецьк,Відділ транспорту
Пішохідних переходів,190,2020,Сєвєродонецьк,Відділ транспорту
Протяжність пішохідних вулиць,2489,2020,Сєвєродонецьк,Відділ транспорту
"Протяжність пішохідних доріжок, хідників, тощо",32,2020,Сєвєродонецьк,Відділ транспорту
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2018,Сєвєродонецьк,Відділ транспорту
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2019,Сєвєродонецьк,Відділ транспорту
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2020,Сєвєродонецьк,Відділ транспорту
"Протяжність доріг, проспектів та вулиць",157,2018,Сєвєродонецьк,Відділ транспорту
Протяжність транспортної та пішохідної інфраструктури,170161,2018,Сєвєродонецьк,Відділ транспорту
"Протяжність доріг, проспектів та вулиць",340165,2019,Сєвєродонецьк,Відділ транспорту
Протяжність транспортної та пішохідної інфраструктури,510169,2019,Сєвєродонецьк,Відділ транспорту
"Протяжність доріг, проспектів та вулиць",680173,2020,Сєвєродонецьк,Відділ транспорту
Протяжність транспортної та пішохідної інфраструктури,850177,2020,Сєвєродонецьк,Відділ транспорту
"Малих архітектурних форм, літніх майданчиків та інших перешкод на хідниках та інших місцях пішохідного і вело руху",1,2018,Сєвєродонецьк,Відділ благоустрою
"Малих архітектурних форм, літніх майданчиків та інших перешкод на хідниках та інших місцях пішохідного і вело руху",3,2019,Сєвєродонецьк,Відділ благоустрою
"Малих архітектурних форм, літніх майданчиків та інших перешкод на хідниках та інших місцях пішохідного і вело руху",4,2020,Сєвєродонецьк,Відділ благоустрою
"Протяжність освітлених доріг, проспектів та вулиць",114.5,2018,Сєвєродонецьк,Відділ благоустрою
Пішохідних переходів,190,2018,Сєвєродонецьк,Відділ благоустрою
"Протяжність освітлених доріг, проспектів та вулиць",116.7,2019,Сєвєродонецьк,Відділ благоустрою
Пішохідних переходів,190,2019,Сєвєродонецьк,Відділ благоустрою
"Протяжність освітлених доріг, проспектів та вулиць",123.2,2020,Сєвєродонецьк,Відділ благоустрою
Пішохідних переходів,190,2020,Сєвєродонецьк,Відділ благоустрою
Протяжність пішохідних вулиць,2489,2018,Сєвєродонецьк,Відділ благоустрою
"Протяжність пішохідних доріжок, хідників, тощо",32,2018,Сєвєродонецьк,Відділ благоустрою
Протяжність пішохідних вулиць,2489,2019,Сєвєродонецьк,Відділ благоустрою
"Протяжність пішохідних доріжок, хідників, тощо",32,2019,Сєвєродонецьк,Відділ благоустрою
Протяжність пішохідних вулиць,2489,2020,Сєвєродонецьк,Відділ благоустрою
"Протяжність пішохідних доріжок, хідників, тощо",32,2020,Сєвєродонецьк,Відділ благоустрою
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2018,Сєвєродонецьк,Відділ благоустрою
Територія громади,41.51,2018,Сєвєродонецьк,Відділ благоустрою
"Протяжність доріг, проспектів та вулиць",157,2018,Сєвєродонецьк,Відділ благоустрою
Протяжність транспортної та пішохідної інфраструктури,170,2018,Сєвєродонецьк,Відділ благоустрою
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2019,Сєвєродонецьк,Відділ благоустрою
Територія громади,41.51,2019,Сєвєродонецьк,Відділ благоустрою
"Протяжність доріг, проспектів та вулиць",157,2019,Сєвєродонецьк,Відділ благоустрою
Протяжність транспортної та пішохідної інфраструктури,170161,2019,Сєвєродонецьк,Відділ благоустрою
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2020,Сєвєродонецьк,Відділ благоустрою
Територія громади,41.51,2020,Сєвєродонецьк,Відділ благоустрою
"Протяжність доріг, проспектів та вулиць",157,2020,Сєвєродонецьк,Відділ благоустрою
Протяжність транспортної та пішохідної інфраструктури,170161,2020,Сєвєродонецьк,Відділ благоустрою
Видатки бюджету розвитку,94.1,2018,Сєвєродонецьк,Департамент фінансів
Доходи загального фонду,1312.5,2018,Сєвєродонецьк,Департамент фінансів
Доходи спеціального фонду,50.6,2018,Сєвєродонецьк,Департамент фінансів
Доходи бюджету розвитку,0.9,2018,Сєвєродонецьк,Департамент фінансів
Власні доходи,702,2018,Сєвєродонецьк,Департамент фінансів
Міжбюджетні трансферти,610.6,2018,Сєвєродонецьк,Департамент фінансів
Неподаткові доходи,12.1,2018,Сєвєродонецьк,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,513.3,2018,Сєвєродонецьк,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,48.6,2018,Сєвєродонецьк,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,55.8,2018,Сєвєродонецьк,Департамент фінансів
Доходи від ЄП в місцевий бюджет,55.7,2018,Сєвєродонецьк,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,10.7,2018,Сєвєродонецьк,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,0.1,2018,Сєвєродонецьк,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,5.7,2018,Сєвєродонецьк,Департамент фінансів
Видатки загального фонду,1184.7,2018,Сєвєродонецьк,Департамент фінансів
Видатки спеціального фонду,135.1,2018,Сєвєродонецьк,Департамент фінансів
Дохідна частина бюджету,1363.1,2018,Сєвєродонецьк,Департамент фінансів
Видатки на освіту,316.9,2018,Сєвєродонецьк,Департамент фінансів
Видатки на охорону здоров'я,321,2018,Сєвєродонецьк,Департамент фінансів
Видатки на соціальний захист,403.2,2018,Сєвєродонецьк,Департамент фінансів
Видатки на ЖКГ,74.1,2018,Сєвєродонецьк,Департамент фінансів
Видатки на економічну діяльність,61.5,2018,Сєвєродонецьк,Департамент фінансів
Інші видатки,143.2,2018,Сєвєродонецьк,Департамент фінансів
Видаткова частина бюджету,1319.8,2018,Сєвєродонецьк,Департамент фінансів
Видатки бюджету розвитку,207.2,2019,Сєвєродонецьк,Департамент фінансів
Доходи загального фонду,1286,2019,Сєвєродонецьк,Департамент фінансів
Доходи спеціального фонду,43.5,2019,Сєвєродонецьк,Департамент фінансів
Доходи бюджету розвитку,1.2,2019,Сєвєродонецьк,Департамент фінансів
Власні доходи,821.9,2019,Сєвєродонецьк,Департамент фінансів
Міжбюджетні трансферти,461.1,2019,Сєвєродонецьк,Департамент фінансів
Неподаткові доходи,10.6,2019,Сєвєродонецьк,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,594.1,2019,Сєвєродонецьк,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,44.7,2019,Сєвєродонецьк,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,80,2019,Сєвєродонецьк,Департамент фінансів
Доходи від ЄП в місцевий бюджет,75,2019,Сєвєродонецьк,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,12.5,2019,Сєвєродонецьк,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,0.9,2019,Сєвєродонецьк,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,4.2,2019,Сєвєродонецьк,Департамент фінансів
Видатки загального фонду,1126.4,2019,Сєвєродонецьк,Департамент фінансів
Видатки спеціального фонду,241.7,2019,Сєвєродонецьк,Департамент фінансів
Дохідна частина бюджету,1329.5,2019,Сєвєродонецьк,Департамент фінансів
Видатки на освіту,385.8,2019,Сєвєродонецьк,Департамент фінансів
Видатки на охорону здоров'я,352.4,2019,Сєвєродонецьк,Департамент фінансів
Видатки на соціальний захист,236.2,2019,Сєвєродонецьк,Департамент фінансів
Видатки на ЖКГ,71.9,2019,Сєвєродонецьк,Департамент фінансів
Видатки на економічну діяльність,138,2019,Сєвєродонецьк,Департамент фінансів
Інші видатки,183.8,2019,Сєвєродонецьк,Департамент фінансів
Видаткова частина бюджету,1368.1,2019,Сєвєродонецьк,Департамент фінансів
Видатки бюджету розвитку,242.3,2020,Сєвєродонецьк,Департамент фінансів
Доходи загального фонду,1157.4,2020,Сєвєродонецьк,Департамент фінансів
Доходи спеціального фонду,54,2020,Сєвєродонецьк,Департамент фінансів
Доходи бюджету розвитку,0.6,2020,Сєвєродонецьк,Департамент фінансів
Власні доходи,902,2020,Сєвєродонецьк,Департамент фінансів
Міжбюджетні трансферти,255.4,2020,Сєвєродонецьк,Департамент фінансів
Неподаткові доходи,9,2020,Сєвєродонецьк,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,664.2,2020,Сєвєродонецьк,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,50.3,2020,Сєвєродонецьк,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,75.8,2020,Сєвєродонецьк,Департамент фінансів
Доходи від ЄП в місцевий бюджет,81.2,2020,Сєвєродонецьк,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,13.2,2020,Сєвєродонецьк,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,1.2,2020,Сєвєродонецьк,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,6.9,2020,Сєвєродонецьк,Департамент фінансів
Видатки загального фонду,941.4,2020,Сєвєродонецьк,Департамент фінансів
Видатки спеціального фонду,286.2,2020,Сєвєродонецьк,Департамент фінансів
Дохідна частина бюджету,1211.4,2020,Сєвєродонецьк,Департамент фінансів
Видатки на освіту,422.5,2020,Сєвєродонецьк,Департамент фінансів
Видатки на охорону здоров'я,271.9,2020,Сєвєродонецьк,Департамент фінансів
Видатки на соціальний захист,75.1,2020,Сєвєродонецьк,Департамент фінансів
Видатки на ЖКГ,49.2,2020,Сєвєродонецьк,Департамент фінансів
Видатки на економічну діяльність,203.2,2020,Сєвєродонецьк,Департамент фінансів
Інші видатки,205.7,2020,Сєвєродонецьк,Департамент фінансів
Видаткова частина бюджету,1227.6,2020,Сєвєродонецьк,Департамент фінансів
Юридичних осіб,1049,2018,Сєвєродонецьк,Департамент економіки
Інвестиції в енергоефективність,41.5,2018,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в громаді,9376,2018,Сєвєродонецьк,Департамент економіки
Мешканців,113967,2018,Сєвєродонецьк,Департамент економіки
Безробітних,1063,2018,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в країні,8867.33,2018,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в області,7841,2018,Сєвєродонецьк,Департамент економіки
Юридичних осіб,1080,2019,Сєвєродонецьк,Департамент економіки
Інвестиції в енергоефективність,83.3,2019,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в громаді,10423,2019,Сєвєродонецьк,Департамент економіки
Мешканців,112764,2019,Сєвєродонецьк,Департамент економіки
Безробітних,2437,2019,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в країні,10503.75,2019,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в області,9380,2019,Сєвєродонецьк,Департамент економіки
Юридичних осіб,1099,2020,Сєвєродонецьк,Департамент економіки
Інвестиції в енергоефективність,65,2020,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в громаді,12096,2020,Сєвєродонецьк,Департамент економіки
Мешканців,111395,2020,Сєвєродонецьк,Департамент економіки
Безробітних,3789,2020,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в країні,11596.6,2020,Сєвєродонецьк,Департамент економіки
Середня заробітна плата в області,11338,2020,Сєвєродонецьк,Департамент економіки
Фізичних осіб-підприємців,4262,2018,Сєвєродонецьк,Департамент підприємництва
Фізичних осіб-підприємців,4431,2019,Сєвєродонецьк,Департамент підприємництва
Фізичних осіб-підприємців,4543,2020,Сєвєродонецьк,Департамент підприємництва
Скарг на шумове забруднення,6,2018,Сєвєродонецьк,Відділ екології
Скарг на інші забруднення,3,2018,Сєвєродонецьк,Відділ екології
Скарг на інші забруднення,4,2019,Сєвєродонецьк,Відділ екології
Скарг на шумове забруднення,2,2020,Сєвєродонецьк,Відділ екології
Скарг на інші забруднення,3,2020,Сєвєродонецьк,Відділ екології
Площі стихійних сміттєзвалищ,3000,2018,Сєвєродонецьк,Відділ екології
Площі стихійних сміттєзвалищ,7900,2019,Сєвєродонецьк,Відділ екології
Площі стихійних сміттєзвалищ,11000,2020,Сєвєродонецьк,Відділ екології
Учнів шкіл,10044,2018,Сєвєродонецьк,Управління освіти
Студентів,7724,2018,Сєвєродонецьк,Управління освіти
Дітей в ДНЗ,3490,2018,Сєвєродонецьк,Управління освіти
Спожито енергії в дошкільних навчальних закладах,6887,2018,Сєвєродонецьк,Управління освіти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,15884,2018,Сєвєродонецьк,Управління освіти
Місць в ДНЗ,2700,2018,Сєвєродонецьк,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,4334,2018,Сєвєродонецьк,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,15664,2018,Сєвєродонецьк,Управління освіти
Учнів шкіл,10252,2019,Сєвєродонецьк,Управління освіти
Студентів,7868,2019,Сєвєродонецьк,Управління освіти
Дітей в ДНЗ,3397,2019,Сєвєродонецьк,Управління освіти
Спожито енергії в дошкільних навчальних закладах,6279,2019,Сєвєродонецьк,Управління освіти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,15288,2019,Сєвєродонецьк,Управління освіти
Місць в ДНЗ,2935,2019,Сєвєродонецьк,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,4266,2019,Сєвєродонецьк,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,15355,2019,Сєвєродонецьк,Управління освіти
Учнів шкіл,10422,2020,Сєвєродонецьк,Управління освіти
Студентів,6446,2020,Сєвєродонецьк,Управління освіти
Дітей в ДНЗ,3350,2020,Сєвєродонецьк,Управління освіти
Спожито енергії в дошкільних навчальних закладах,5359,2020,Сєвєродонецьк,Управління освіти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,11667,2020,Сєвєродонецьк,Управління освіти
Місць в ДНЗ,3121,2020,Сєвєродонецьк,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,4244,2020,Сєвєродонецьк,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,15586,2020,Сєвєродонецьк,Управління освіти
Спожито енергії в закладах охорони здоров'я,2230,2018,Сєвєродонецьк,УОЗ
Смертей,2223,2018,Сєвєродонецьк,УОЗ
Звернень із хворобами,60395,2018,Сєвєродонецьк,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,1679,2018,Сєвєродонецьк,УОЗ
Спожито енергії в закладах охорони здоров'я,1960,2019,Сєвєродонецьк,УОЗ
Смертей,1810,2019,Сєвєродонецьк,УОЗ
Звернень із хворобами,418672,2019,Сєвєродонецьк,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,3032,2019,Сєвєродонецьк,УОЗ
Спожито енергії в закладах охорони здоров'я,2300,2020,Сєвєродонецьк,УОЗ
Смертей,2052,2020,Сєвєродонецьк,УОЗ
Звернень із хворобами,535905,2020,Сєвєродонецьк,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,3755,2020,Сєвєродонецьк,УОЗ
Спожито енергії в дошкільних навчальних закладах,6887,2018,Сєвєродонецьк,Профільні департаменти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,15884,2018,Сєвєродонецьк,Профільні департаменти
Спожито енергії в закладах охорони здоров'я,2230,2018,Сєвєродонецьк,Профільні департаменти
Спожито енергії в закладах культури,672,2018,Сєвєродонецьк,Профільні департаменти
Спожито енергії в спортивних закладах,1952,2018,Сєвєродонецьк,Профільні департаменти
Спожито енергії в адміністративних та інших закладах,527,2018,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,4334,2018,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,15664,2018,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,1679,2018,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,2089,2018,Сєвєродонецьк,Профільні департаменти
Спожито енергії в дошкільних навчальних закладах,6279,2019,Сєвєродонецьк,Профільні департаменти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,15288,2019,Сєвєродонецьк,Профільні департаменти
Спожито енергії в закладах охорони здоров'я,1960,2019,Сєвєродонецьк,Профільні департаменти
