Показник,Значення,Рік,Громада,Джерело
Спожито енергії в закладах культури,986,2019,Сєвєродонецьк,Профільні департаменти
Спожито енергії в спортивних закладах,2380,2019,Сєвєродонецьк,Профільні департаменти
Спожито енергії в адміністративних та інших закладах,394,2019,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,4266,2019,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,15355,2019,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,3032,2019,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,2633,2019,Сєвєродонецьк,Профільні департаменти
Спожито енергії в дошкільних навчальних закладах,5359,2020,Сєвєродонецьк,Профільні департаменти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,11667,2020,Сєвєродонецьк,Профільні департаменти
Спожито енергії в закладах охорони здоров'я,2300,2020,Сєвєродонецьк,Профільні департаменти
Спожито енергії в закладах культури,815,2020,Сєвєродонецьк,Профільні департаменти
Спожито енергії в спортивних закладах,2666,2020,Сєвєродонецьк,Профільні департаменти
Спожито енергії в адміністративних та інших закладах,390,2020,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,4244,2020,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,15586,2020,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,3755,2020,Сєвєродонецьк,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,2271,2020,Сєвєродонецьк,Профільні департаменти
"Малих архітектурних форм, літніх майданчиків та інших перешкод на хідниках та інших місцях пішохідного і вело руху",1,2018,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність освітлених доріг, проспектів та вулиць",114.5,2018,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів,190,2018,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,22,2018,Сєвєродонецьк,Управління містобудування й архітектури
Інших пішохідних переходів,168,2018,Сєвєродонецьк,Управління містобудування й архітектури
Протяжність пішохідних вулиць,2489,2018,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність пішохідних доріжок, хідників, тощо",32,2018,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2018,Сєвєродонецьк,Управління містобудування й архітектури
Територія громади,41.51,2018,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць",157,2018,Сєвєродонецьк,Управління містобудування й архітектури
Протяжність транспортної та пішохідної інфраструктури,170161,2018,Сєвєродонецьк,Управління містобудування й архітектури
"Малих архітектурних форм, літніх майданчиків та інших перешкод на хідниках та інших місцях пішохідного і вело руху",3,2019,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність освітлених доріг, проспектів та вулиць",116.7,2019,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів,190,2019,Сєвєродонецьк,Управління містобудування й архітектури
Освітлених пішохідних переходів,3,2019,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,34,2019,Сєвєродонецьк,Управління містобудування й архітектури
Інших пішохідних переходів,168,2019,Сєвєродонецьк,Управління містобудування й архітектури
Протяжність пішохідних вулиць,2489,2019,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність пішохідних доріжок, хідників, тощо",32,2019,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2019,Сєвєродонецьк,Управління містобудування й архітектури
Територія громади,41.51,2019,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць",157,2019,Сєвєродонецьк,Управління містобудування й архітектури
Протяжність транспортної та пішохідної інфраструктури,170161,2019,Сєвєродонецьк,Управління містобудування й архітектури
"Малих архітектурних форм, літніх майданчиків та інших перешкод на хідниках та інших місцях пішохідного і вело руху",4,2020,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність освітлених доріг, проспектів та вулиць",123.2,2020,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів,190,2020,Сєвєродонецьк,Управління містобудування й архітектури
Освітлених пішохідних переходів,3,2020,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,38,2020,Сєвєродонецьк,Управління містобудування й архітектури
Інших пішохідних переходів,168,2020,Сєвєродонецьк,Управління містобудування й архітектури
Протяжність пішохідних вулиць,2489,2020,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність пішохідних доріжок, хідників, тощо",32,2020,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2020,Сєвєродонецьк,Управління містобудування й архітектури
Територія громади,41.51,2020,Сєвєродонецьк,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць",157,2020,Сєвєродонецьк,Управління містобудування й архітектури
Протяжність транспортної та пішохідної інфраструктури,170161,2020,Сєвєродонецьк,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,22,2018,Сєвєродонецьк,УКБ
Інших пішохідних переходів,168,2018,Сєвєродонецьк,УКБ
Пішохідних переходів,190,2018,Сєвєродонецьк,УКБ
Освітлених пішохідних переходів,3,2019,Сєвєродонецьк,УКБ
Пішохідних переходів із заниженими бордюрами,34,2019,Сєвєродонецьк,УКБ
Інших пішохідних переходів,168,2019,Сєвєродонецьк,УКБ
Пішохідних переходів,190,2019,Сєвєродонецьк,УКБ
Освітлених пішохідних переходів,3,2020,Сєвєродонецьк,УКБ
Пішохідних переходів із заниженими бордюрами,38,2020,Сєвєродонецьк,УКБ
Інших пішохідних переходів,168,2020,Сєвєродонецьк,УКБ
Пішохідних переходів,190,2020,Сєвєродонецьк,УКБ
Квартир в багатоквартирних будинках,50301,2018,Сєвєродонецьк,УЖГ
Мешканців багатоквартирних будинків із централізованим опаленням,95593,2018,Сєвєродонецьк,УЖГ
Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,22500,2018,Сєвєродонецьк,УЖГ
Опалювальна площа утеплених багатоквартирних будинків з індивідуальним опаленням,25400,2018,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків з ОСББ,430885,2018,Сєвєродонецьк,УЖГ
Домогосподарств із електропостачанням,54382,2018,Сєвєродонецьк,УЖГ
Домогосподарств із газопостачанням,52720,2018,Сєвєродонецьк,УЖГ
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2231556,2018,Сєвєродонецьк,УЖГ
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,25400,2018,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків із централізованим опаленням,2330288,2018,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,25400,2018,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків,2371342,2018,Сєвєродонецьк,УЖГ
Квартир в багатоквартирних будинках,50248,2019,Сєвєродонецьк,УЖГ
Мешканців багатоквартирних будинків із централізованим опаленням,95032,2019,Сєвєродонецьк,УЖГ
Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,22500,2019,Сєвєродонецьк,УЖГ
Опалювальна площа утеплених багатоквартирних будинків з індивідуальним опаленням,25400,2019,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків з ОСББ,430893,2019,Сєвєродонецьк,УЖГ
Домогосподарств із електропостачанням,54418,2019,Сєвєродонецьк,УЖГ
Домогосподарств із газопостачанням,52757,2019,Сєвєродонецьк,УЖГ
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2227936,2019,Сєвєродонецьк,УЖГ
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,25400,2019,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків із централізованим опаленням,2328498,2019,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,25400,2019,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків,2370875,2019,Сєвєродонецьк,УЖГ
Квартир в багатоквартирних будинках,50229,2020,Сєвєродонецьк,УЖГ
Мешканців багатоквартирних будинків із централізованим опаленням,94445,2020,Сєвєродонецьк,УЖГ
Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,22500,2020,Сєвєродонецьк,УЖГ
Опалювальна площа утеплених багатоквартирних будинків з індивідуальним опаленням,25400,2020,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків з ОСББ,429728,2020,Сєвєродонецьк,УЖГ
Домогосподарств із електропостачанням,54449,2020,Сєвєродонецьк,УЖГ
Домогосподарств із газопостачанням,52775,2020,Сєвєродонецьк,УЖГ
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,2222841,2020,Сєвєродонецьк,УЖГ
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,25400,2020,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків із централізованим опаленням,2326151,2020,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,25400,2020,Сєвєродонецьк,УЖГ
Опалювальна площа багатоквартирних будинків,2369434,2020,Сєвєродонецьк,УЖГ
"Протяжність освітлених доріг, проспектів та вулиць",114.5,2018,Сєвєродонецьк,УКГ
Пішохідних переходів,190,2018,Сєвєродонецьк,УКГ
Протяжність пішохідних вулиць,2489,2018,Сєвєродонецьк,УКГ
"Протяжність пішохідних доріжок, хідників, тощо",32,2018,Сєвєродонецьк,УКГ
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2018,Сєвєродонецьк,УКГ
"Протяжність доріг, проспектів та вулиць",157,2018,Сєвєродонецьк,УКГ
Протяжність транспортної та пішохідної інфраструктури,170161,2018,Сєвєродонецьк,УКГ
"Протяжність освітлених доріг, проспектів та вулиць",123.2,2020,Сєвєродонецьк,УКГ
Пішохідних переходів,190,2020,Сєвєродонецьк,УКГ
Протяжність пішохідних вулиць,2489,2020,Сєвєродонецьк,УКГ
"Протяжність пішохідних доріжок, хідників, тощо",32,2020,Сєвєродонецьк,УКГ
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",53.25,2020,Сєвєродонецьк,УКГ
"Протяжність доріг, проспектів та вулиць",157,2020,Сєвєродонецьк,УКГ
Протяжність транспортної та пішохідної інфраструктури,170161,2020,Сєвєродонецьк,УКГ
Домогосподарств із субсидіями,15512,2018,Сєвєродонецьк,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,999,2018,Сєвєродонецьк,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,14513,2018,Сєвєродонецьк,Департамент соцзахисту
Чоловіків працездатного віку,36301,2018,Сєвєродонецьк,Департамент соцзахисту
Чоловіків після працездатного віку,6846,2018,Сєвєродонецьк,Департамент соцзахисту
Чоловіків до працездатного віку,7773,2018,Сєвєродонецьк,Департамент соцзахисту
Жінок працездатного віку,35862,2018,Сєвєродонецьк,Департамент соцзахисту
Жінок після працездатного віку,20010,2018,Сєвєродонецьк,Департамент соцзахисту
Жінок до працездатного віку,7175,2018,Сєвєродонецьк,Департамент соцзахисту
Смертей,2223,2018,Сєвєродонецьк,Департамент соцзахисту
Чоловіків,1077,2018,Сєвєродонецьк,Департамент соцзахисту
Жінок,1146,2018,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя в країні,71.76,2018,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя чоловіків в країні,66.69,2018,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя жінок в країні,76.72,2018,Сєвєродонецьк,Департамент соцзахисту
Домогосподарств із субсидіями,15813,2019,Сєвєродонецьк,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,1072,2019,Сєвєродонецьк,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,14741,2019,Сєвєродонецьк,Департамент соцзахисту
Чоловіків працездатного віку,35801,2019,Сєвєродонецьк,Департамент соцзахисту
Чоловіків після працездатного віку,7002,2019,Сєвєродонецьк,Департамент соцзахисту
Чоловіків до працездатного віку,7604,2019,Сєвєродонецьк,Департамент соцзахисту
Жінок працездатного віку,34963,2019,Сєвєродонецьк,Департамент соцзахисту
Жінок після працездатного віку,20362,2019,Сєвєродонецьк,Департамент соцзахисту
Жінок до працездатного віку,7032,2019,Сєвєродонецьк,Департамент соцзахисту
Смертей,1810,2019,Сєвєродонецьк,Департамент соцзахисту
Чоловіків,833,2019,Сєвєродонецьк,Департамент соцзахисту
Жінок,977,2019,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя в країні,72.01,2019,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя чоловіків в країні,66.92,2019,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя жінок в країні,76.98,2019,Сєвєродонецьк,Департамент соцзахисту
Домогосподарств із субсидіями,14710,2020,Сєвєродонецьк,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,874,2020,Сєвєродонецьк,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,13836,2020,Сєвєродонецьк,Департамент соцзахисту
Чоловіків працездатного віку,35349,2020,Сєвєродонецьк,Департамент соцзахисту
Чоловіків після працездатного віку,6988,2020,Сєвєродонецьк,Департамент соцзахисту
Чоловіків до працездатного віку,7407,2020,Сєвєродонецьк,Департамент соцзахисту
Жінок працездатного віку,34139,2020,Сєвєродонецьк,Департамент соцзахисту
Жінок після працездатного віку,20630,2020,Сєвєродонецьк,Департамент соцзахисту
Жінок до працездатного віку,6882,2020,Сєвєродонецьк,Департамент соцзахисту
Смертей,2052,2020,Сєвєродонецьк,Департамент соцзахисту
Чоловіків,976,2020,Сєвєродонецьк,Департамент соцзахисту
Жінок,1076,2020,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя в країні,71.35,2020,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя чоловіків в країні,66.39,2020,Сєвєродонецьк,Департамент соцзахисту
Середня тривалість життя жінок в країні,76.22,2020,Сєвєродонецьк,Департамент соцзахисту
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",53385,2018,Сєвєродонецьк,КП зі збору відходів
Утворених побутових відходів,47921807,2018,Сєвєродонецьк,КП зі збору відходів
Тариф на поводження з м3 побутових відходів,50.74,2018,Сєвєродонецьк,КП зі збору відходів
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",53378,2019,Сєвєродонецьк,КП зі збору відходів
Утворених побутових відходів,60606898,2019,Сєвєродонецьк,КП зі збору відходів
Тариф на поводження з м3 побутових відходів,50.74,2019,Сєвєродонецьк,КП зі збору відходів
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",53403,2020,Сєвєродонецьк,КП зі збору відходів
Утворених побутових відходів,50819985,2020,Сєвєродонецьк,КП зі збору відходів
Тариф на поводження з м3 побутових відходів,50.74,2020,Сєвєродонецьк,КП зі збору відходів
"Будівельних відходів, що потрапляють на полігон",6068550,2018,Сєвєродонецьк,КП зі збору відходів
Площі стихійних сміттєзвалищ,3000,2018,Сєвєродонецьк,КП зі збору відходів
Обсяг захоронених відходів за рік,54064849,2018,Сєвєродонецьк,КП зі збору відходів
Всього побутових відходів за рік,47921807,2018,Сєвєродонецьк,КП зі збору відходів
Обсяг захоронених відходів,54064849,2018,Сєвєродонецьк,КП зі збору відходів
"Будівельних відходів, що потрапляють на полігон",4323375,2019,Сєвєродонецьк,КП зі збору відходів
Площі стихійних сміттєзвалищ,7900,2019,Сєвєродонецьк,КП зі збору відходів
Обсяг захоронених відходів за рік,64968920,2019,Сєвєродонецьк,КП зі збору відходів
Всього побутових відходів за рік,60606898,2019,Сєвєродонецьк,КП зі збору відходів
Обсяг захоронених відходів,64968920,2019,Сєвєродонецьк,КП зі збору відходів
"Будівельних відходів, що потрапляють на полігон",4664655,2020,Сєвєродонецьк,КП зі збору відходів
Площі стихійних сміттєзвалищ,11000,2020,Сєвєродонецьк,КП зі збору відходів
Обсяг захоронених відходів за рік,55484683,2020,Сєвєродонецьк,КП зі збору відходів
Всього побутових відходів за рік,50819985,2020,Сєвєродонецьк,КП зі збору відходів
Обсяг захоронених відходів,55484683,2020,Сєвєродонецьк,КП зі збору відходів
Кількість світлодіодних ламп зовнішнього освітлення,1608,2018,Сєвєродонецьк,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",114.5,2018,Сєвєродонецьк,Міськсвітло
Кількість ламп зовнішнього освітлення,2867,2018,Сєвєродонецьк,Міськсвітло
Кількість світлодіодних ламп зовнішнього освітлення,2160,2019,Сєвєродонецьк,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",116.7,2019,Сєвєродонецьк,Міськсвітло
Кількість ламп зовнішнього освітлення,2898,2019,Сєвєродонецьк,Міськсвітло
Кількість світлодіодних ламп зовнішнього освітлення,2830,2020,Сєвєродонецьк,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",123.2,2020,Сєвєродонецьк,Міськсвітло
Кількість ламп зовнішнього освітлення,3314,2020,Сєвєродонецьк,Міськсвітло
Скарг на шумове забруднення,6,2018,Сєвєродонецьк,Гаряча лінія 1580
Скарг на інші забруднення,3,2018,Сєвєродонецьк,Гаряча лінія 1580
Годин без електропостачання внаслідок аварій,1915,2018,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі електропостачання,310,2018,Сєвєродонецьк,Гаряча лінія 1580
Годин без теплопостачання внаслідок аварій,162,2018,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі теплопостачання,19,2018,Сєвєродонецьк,Гаряча лінія 1580
Годин без газопостачання внаслідок аварій,990,2018,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі газопостачання,1493,2018,Сєвєродонецьк,Гаряча лінія 1580
Скарг на інші забруднення,4,2019,Сєвєродонецьк,Гаряча лінія 1580
Годин без електропостачання внаслідок аварій,627,2019,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі електропостачання,183,2019,Сєвєродонецьк,Гаряча лінія 1580
Годин без теплопостачання внаслідок аварій,506,2019,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі теплопостачання,16,2019,Сєвєродонецьк,Гаряча лінія 1580
Годин без газопостачання внаслідок аварій,1377,2019,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі газопостачання,1429,2019,Сєвєродонецьк,Гаряча лінія 1580
Скарг на шумове забруднення,2,2020,Сєвєродонецьк,Гаряча лінія 1580
Скарг на інші забруднення,3,2020,Сєвєродонецьк,Гаряча лінія 1580
Годин без електропостачання внаслідок аварій,1641,2020,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі електропостачання,255,2020,Сєвєродонецьк,Гаряча лінія 1580
Годин без теплопостачання внаслідок аварій,547,2020,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі теплопостачання,20,2020,Сєвєродонецьк,Гаряча лінія 1580
Годин без газопостачання внаслідок аварій,1641,2020,Сєвєродонецьк,Гаряча лінія 1580
Аварій в системі газопостачання,912,2020,Сєвєродонецьк,Гаряча лінія 1580
Скарг на інші забруднення,3,2018,Сєвєродонецьк,Санепідемстанція
Скарг на інші забруднення,4,2019,Сєвєродонецьк,Санепідемстанція
Скарг на інші забруднення,3,2020,Сєвєродонецьк,Санепідемстанція
Фізичних осіб-підприємців,4262,2018,Сєвєродонецьк,ДПС
Юридичних осіб,1049,2018,Сєвєродонецьк,ДПС
Фізичних осіб-підприємців,4431,2019,Сєвєродонецьк,ДПС
Юридичних осіб,1080,2019,Сєвєродонецьк,ДПС
Фізичних осіб-підприємців,4543,2020,Сєвєродонецьк,ДПС
Юридичних осіб,1099,2020,Сєвєродонецьк,ДПС
Смертей,2223,2018,Сєвєродонецьк,МВС
Смертей,1810,2019,Сєвєродонецьк,МВС
Смертей,2052,2020,Сєвєродонецьк,МВС
Зареєстрованих автотранспортних засобів,16282,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,8977,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,2519,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,31,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,4186,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих легкових автомобілів,12427,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,2121,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих автобусів,493,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,1240,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих транспортних засобів,17165,2018,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів,17165,2018,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів із ДВЗ,16282,2018,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів із ГБО,4186,2018,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих автотранспортних засобів,18700,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,9731,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,3037,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,58,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,5316,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих легкових автомобілів,14498,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,2347,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих автобусів,534,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,1320,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих транспортних засобів,19678,2019,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів,19678,2019,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів із ДВЗ,18700,2019,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів із ГБО,5316,2019,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих автотранспортних засобів,21276,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,10866,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,3594,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,73,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,6181,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих легкових автомобілів,16690,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,2615,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих автобусів,567,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,1403,2020,Сєвєродонецьк,Сервісний центр МВС
Зареєстрованих транспортних засобів,22385,2020,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів,22385,2020,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів із ДВЗ,21276,2020,Сєвєродонецьк,Сервісний центр МВС
Транспортних засобів із ГБО,6181,2020,Сєвєродонецьк,Сервісний центр МВС
Чоловіків працездатного віку,36301,2018,Сєвєродонецьк,Управління статистики
Чоловіків після працездатного віку,6846,2018,Сєвєродонецьк,Управління статистики
Чоловіків до працездатного віку,7773,2018,Сєвєродонецьк,Управління статистики
Жінок працездатного віку,35862,2018,Сєвєродонецьк,Управління статистики
Жінок після працездатного віку,20010,2018,Сєвєродонецьк,Управління статистики
Жінок до працездатного віку,7175,2018,Сєвєродонецьк,Управління статистики
Використано палива за рік,142053030,2018,Сєвєродонецьк,Управління статистики
Використано бензину за рік,31870530,2018,Сєвєродонецьк,Управління статистики
Використано дизпалива за рік,110182500,2018,Сєвєродонецьк,Управління статистики
Чоловіків,50920,2018,Сєвєродонецьк,Управління статистики
Жінок,63047,2018,Сєвєродонецьк,Управління статистики
Середня тривалість життя в країні,71.76,2018,Сєвєродонецьк,Управління статистики
Середня тривалість життя чоловіків в країні,66.69,2018,Сєвєродонецьк,Управління статистики
Середня тривалість життя жінок в країні,76.72,2018,Сєвєродонецьк,Управління статистики
Чоловіків працездатного віку,35801,2019,Сєвєродонецьк,Управління статистики
Чоловіків після працездатного віку,7002,2019,Сєвєродонецьк,Управління статистики
Чоловіків до працездатного віку,7604,2019,Сєвєродонецьк,Управління статистики
Жінок працездатного віку,34963,2019,Сєвєродонецьк,Управління статистики
Жінок після працездатного віку,20362,2019,Сєвєродонецьк,Управління статистики
Жінок до працездатного віку,7032,2019,Сєвєродонецьк,Управління статистики
Використано палива за рік,152449440,2019,Сєвєродонецьк,Управління статистики
Використано бензину за рік,31537200,2019,Сєвєродонецьк,Управління статистики
Використано дизпалива за рік,120912240,2019,Сєвєродонецьк,Управління статистики
Чоловіків,50407,2019,Сєвєродонецьк,Управління статистики
Жінок,62357,2019,Сєвєродонецьк,Управління статистики
Середня тривалість життя в країні,72.01,2019,Сєвєродонецьк,Управління статистики
Середня тривалість життя чоловіків в країні,66.92,2019,Сєвєродонецьк,Управління статистики
Середня тривалість життя жінок в країні,76.98,2019,Сєвєродонецьк,Управління статистики
Чоловіків працездатного віку,35349,2020,Сєвєродонецьк,Управління статистики
Чоловіків після працездатного віку,6988,2020,Сєвєродонецьк,Управління статистики
Чоловіків до працездатного віку,7407,2020,Сєвєродонецьк,Управління статистики
Жінок працездатного віку,34139,2020,Сєвєродонецьк,Управління статистики
Жінок після працездатного віку,20630,2020,Сєвєродонецьк,Управління статистики
Жінок до працездатного віку,6882,2020,Сєвєродонецьк,Управління статистики
Використано палива за рік,119932670,2020,Сєвєродонецьк,Управління статистики
Використано бензину за рік,28269090,2020,Сєвєродонецьк,Управління статистики
Використано дизпалива за рік,91663580,2020,Сєвєродонецьк,Управління статистики
Чоловіків,49744,2020,Сєвєродонецьк,Управління статистики
Жінок,61651,2020,Сєвєродонецьк,Управління статистики
Середня тривалість життя в країні,71.35,2020,Сєвєродонецьк,Управління статистики
Середня тривалість життя чоловіків в країні,66.39,2020,Сєвєродонецьк,Управління статистики
Середня тривалість життя жінок в країні,76.22,2020,Сєвєродонецьк,Управління статистики